"","longitude","latitude","price","room_type","minimum_nights","number_of_reviews","review_scores_value","calculated_host_listings_count","bedrooms","reviews_per_month","beds","accommodates","availability_30","availability_60","availability_90","instant_bookable","Distancia_Centro","Distancia_Norte","Distancia_Sur","logprice","tv_ports","phone_ports","Vecinos","Piso","ventanas"
"88",-3.6685,40.40059,50,"Entire home/apt",2,125,9,2,1,3.94,2,3,29,59,89,"f",3.5,8,4.8,3.91202300542815,4,1,1,3,3
"89",-3.66812,40.41393,78,"Entire home/apt",4,114,9,1,2,3.64,4,5,0,0,0,"t",3,6.6,5.4,4.35670882668959,2,1,3,3,5
"90",-3.6767,40.42124,55,"Entire home/apt",1,177,10,1,2,5.65,3,6,26,49,79,"t",2.3,5.7,5.3,4.00733318523247,2,1,2,3,2
"91",-3.67132,40.39978,123,"Entire home/apt",2,33,9,18,2,1.11,3,6,0,0,0,"t",3.3,8.1,4.6,4.81218435537242,2,2,3,4,4
"92",-3.67829,40.42148,109,"Entire home/apt",3,12,9,117,2,0.43,2,4,25,55,85,"t",2.2,5.6,5.2,4.69134788222914,2,2,3,4,5
"93",-3.68055,40.40617,117,"Entire home/apt",2,86,10,3,3,2.82,4,5,0,0,0,"t",2.3,7.3,4.1,4.76217393479776,2,3,3,4,5
"94",-3.67762,40.40574,54,"Entire home/apt",1,17,10,1,2,0.58,3,5,28,58,88,"f",2.5,7.4,4.3,3.98898404656427,2,3,1,2,5
"95",-3.68238,40.40481,201,"Entire home/apt",4,27,8,18,3,0.89,6,8,11,41,71,"t",2.2,7.5,3.9,5.30330490805908,2,1,3,6,5
"96",-3.67485,40.40567,90,"Entire home/apt",3,2,8,2,2,0.07,2,3,0,0,0,"f",2.7,7.4,4.5,4.49980967033027,3,3,2,1,3
"97",-3.676,40.40319,105,"Entire home/apt",2,28,8,18,2,0.92,4,4,0,14,44,"t",2.8,7.7,4.3,4.65396035015752,2,1,2,6,4
"98",-3.67972,40.40561,65,"Entire home/apt",3,10,9,1,2,0.35,3,4,2,2,2,"t",2.4,7.4,4.1,4.17438726989564,2,3,1,5,3
"99",-3.6766,40.40744,57,"Entire home/apt",6,39,9,2,1,1.33,1,2,29,59,89,"t",2.5,7.2,4.4,4.04305126783455,3,2,2,4,1
"100",-3.68188,40.4038,51,"Entire home/apt",3,51,10,3,3,1.7,4,4,20,50,67,"f",2.3,7.6,3.9,3.93182563272433,2,3,1,3,6
"101",-3.68979,40.41227,320,"Entire home/apt",8,1,8,79,4,0.09,6,7,29,59,89,"f",1.3,6.7,3.8,5.76832099579377,2,3,2,1,5
"102",-3.67589,40.41997,349,"Entire home/apt",1,33,9,17,2,1.14,3,5,0,0,0,"t",2.4,5.8,5.2,5.85507192220243,2,3,3,6,2
"103",-3.69026,40.41337,154,"Entire home/apt",1,1,10,88,1,0.06,1,4,27,57,87,"t",1.2,6.5,3.8,5.03695260241363,4,4,3,2,2
"104",-3.67549,40.4059,84,"Entire home/apt",2,59,9,4,1,2.02,1,2,28,58,88,"t",2.7,7.4,4.5,4.43081679884331,2,1,3,3,4
"105",-3.67715,40.4047,84.29,"Entire home/apt",2,43,9,4,1,1.47,1,2,0,0,14,"t",2.6,7.5,4.3,4.43426323400939,2,1,3,6,1
"106",-3.67257,40.41881,115,"Entire home/apt",2,137,10,2,2,4.77,3,6,27,57,87,"f",2.6,6,5.4,4.74493212836325,1,2,1,1,4
"107",-3.6776,40.40493,116,"Entire home/apt",2,31,9,4,3,1.11,4,5,28,58,88,"t",2.5,7.5,4.2,4.75359019110636,3,2,1,3,4
"108",-3.67707,40.4066,116,"Entire home/apt",2,28,9,4,3,0.97,4,5,28,58,88,"t",2.5,7.3,4.4,4.75359019110636,1,1,3,3,6
"109",-3.68759,40.40826,127,"Entire home/apt",1,37,9,63,3,1.32,5,8,0,14,44,"t",1.6,7.1,3.7,4.84418708645859,2,4,2,4,3
"110",-3.67214,40.41801,125,"Entire home/apt",2,112,10,2,2,3.91,2,6,10,40,70,"f",2.6,6.1,5.3,4.8283137373023,2,3,3,6,5
"111",-3.67464,40.40502,70,"Entire home/apt",2,5,9,1,2,0.19,3,5,0,0,0,"t",2.8,7.5,4.5,4.24849524204936,3,2,1,3,3
"112",-3.68386,40.4078,62,"Entire home/apt",2,78,10,1,1,2.87,3,4,30,60,90,"t",1.9,7.1,3.9,4.12713438504509,4,1,3,5,1
"113",-3.67714,40.40263,62,"Entire home/apt",2,64,9,2,2,2.34,2,4,29,59,89,"f",2.7,7.7,4.2,4.12713438504509,4,3,3,2,5
"114",-3.68086,40.40534,16,"Entire home/apt",1,118,10,2,1,4.43,2,1,12,31,57,"f",2.3,7.4,4,2.77258872223978,1,3,3,3,4
"115",-3.68254,40.40421,51,"Entire home/apt",2,91,10,2,1,3.7,1,2,10,10,23,"t",2.2,7.5,3.8,3.93182563272433,2,3,1,3,1
"116",-3.67966,40.40616,64,"Entire home/apt",1,35,9,30,1,1.67,2,4,0,0,0,"t",2.3,7.3,4.1,4.15888308335967,2,2,2,6,3
"117",-3.68874,40.41993,380,"Entire home/apt",2,34,9,8,3,1.4,4,8,0,0,0,"f",1.3,5.8,4.4,5.94017125272043,3,4,2,1,4
"118",-3.68879,40.41981,279,"Entire home/apt",2,13,9,8,2,0.67,3,6,0,0,0,"f",1.3,5.8,4.4,5.63121178182137,2,4,2,3,3
"119",-3.67416,40.40478,107,"Entire home/apt",2,13,10,1,1,0.55,2,4,29,59,89,"t",2.8,7.5,4.5,4.67282883446191,3,2,2,5,4
"121",-3.6894,40.41363,130,"Entire home/apt",2,12,9,3,1,0.53,2,3,29,59,89,"f",1.2,6.5,3.9,4.86753445045558,3,3,2,5,2
"122",-3.69108,40.41343,170,"Entire home/apt",2,3,9,3,1,0.17,3,4,29,59,89,"f",1.1,6.5,3.8,5.13579843705026,4,4,1,4,3
"123",-3.66955,40.40923,130,"Entire home/apt",2,21,9,1,3,0.92,3,4,23,53,83,"f",3,7.1,5.1,4.86753445045558,2,4,3,4,4
"124",-3.69075,40.41529,113,"Entire home/apt",1,1,10,19,1,0.04,2,4,27,57,87,"t",1.1,6.3,3.9,4.72738781871234,4,3,1,5,4
"125",-3.68949,40.41806,251,"Entire home/apt",3,45,10,21,4,2.04,5,8,20,50,80,"t",1.2,6,4.2,5.52545293913178,3,1,2,3,5
"126",-3.68909,40.40903,499,"Entire home/apt",5,6,10,1,2,0.29,3,6,29,59,89,"f",1.5,7,3.6,6.21260609575152,2,3,1,1,3
"127",-3.67796,40.40287,176,"Entire home/apt",2,55,9,1,4,2.48,4,6,0,0,0,"t",2.6,7.7,4.1,5.17048399503815,2,1,1,4,7
